stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
11,11,"Château de Montaigu",,48.6652886,6.2165842,,,1,,,
45474,5401545A,"LANEUVEVILLE-DEVANT-NANCY Chateau de Montaigu",,48.6653089,6.216425,,,0,11,,
45475,5401546A,"LANEUVEVILLE-DEVANT-NANCY Chateau de Montaigu",,48.6653879,6.216498,,,0,11,,
17,17,"L'Atelier",,48.6687068,6.2078456,,,1,,,
45451,5401509A,"JARVILLE-LA-MALGRANGE Atelier",,48.6684439,6.207958,,,0,17,,
45452,5401510A,"JARVILLE-LA-MALGRANGE Atelier",,48.6687519,6.207898,,,0,17,,
18,18,"Place Charles III - Point Central",,48.6892557,6.1826139,,,1,,,
45601,5401715A,"NANCY STAN Point Central",,48.6891009,6.1822131,,,0,18,,
23,23,"Place Carnot",,48.693471,6.1773728,,,1,,,
45599,5401713A,"NANCY Place Carnot",,48.6938779,6.1779431,,,0,23,,
45600,5401714A,"NANCY Place Carnot",,48.6928429,6.1769341,,,0,23,,
35,35,"Laneuveville Piscine",,48.6592094,6.2276932,,,1,,,
45472,5401543A,"LANEUVEVILLE-DEVANT-NANCY Piscine",,48.6591539,6.227651,,,0,35,,
45473,5401544A,"LANEUVEVILLE-DEVANT-NANCY Piscine",,48.6592799,6.227645,,,0,35,,
37,37,"Mairie",,48.656524,6.2311268,,,1,,,
45476,5401547A,"LANEUVEVILLE-DEVANT-NANCY Mairie",,48.6563949,6.231122,,,0,37,,
45477,5401548A,"LANEUVEVILLE-DEVANT-NANCY Mairie",,48.6566199,6.231123,,,0,37,,
57,57,"Hôpital Central-Maternité",,48.6826752,6.1912773,,,1,,,
45585,5401698A,"NANCY STAN Hôpital central",,48.6830569,6.1908411,,,0,57,,
45586,5401699A,"NANCY STAN Hôpital central",,48.6833709,6.1899491,,,0,57,,
63,63,"Mairie",,48.6734497,6.202282,,,1,,,
45449,5401507A,"JARVILLE-LA-MALGRANGE Mairie",,48.6732729,6.2024871,,,0,63,,
45450,5401508A,"JARVILLE-LA-MALGRANGE Mairie",,48.6739739,6.201809,,,0,63,,
86,86,"Carsat",,48.7031914,6.170431,,,1,,,
45595,5401709A,"NANCY STAN Carsat",,48.7032869,6.1704661,,,0,86,,
45596,5401710A,"NANCY STAN Carsat",,48.7031339,6.1703711,,,0,86,,
90,90,"NANCY STAN Désilles",,48.6981789,6.1740296,,,1,,,
45597,5401711A,"NANCY STAN Désilles",,48.6982749,6.1742201,,,0,90,,
45598,5401712A,"NANCY STAN Désilles",,48.6980829,6.1738391,,,0,90,,
142,142,"MONTIGNY-SUR-CHIERS La Roche - arrêt TER",,49.4764189,5.6575088,,,1,,,
44691,5400462A,"MONTIGNY-SUR-CHIERS La Roche - arrêt TER",,49.4765023,5.6575031,,,0,142,,
44692,5400463A,"MONTIGNY-SUR-CHIERS La Roche - arrêt TER",,49.4763493,5.6575091,,,0,142,,
143,143,"VITRIMONT Ecole",,48.6010119,6.440562,,,1,,,
45212,5401181A,"VITRIMONT Ecole",,48.6010119,6.440562,,,0,143,,
145,145,"MANONVILLER Mairie",,48.5823134,6.6513375,,,1,,,
45060,5400983A,"MANONVILLER Mairie",,48.5822369,6.651339,,,0,145,,
45061,5400984A,"MANONVILLER Mairie",,48.5823899,6.651336,,,0,145,,
146,146,"LANEUVEVILLE-AUX-BOIS Calvaire",,48.6099014,6.647471,,,1,,,
45033,5400948A,"LANEUVEVILLE-AUX-BOIS Calvaire",,48.6099089,6.647526,,,0,146,,
45034,5400949A,"LANEUVEVILLE-AUX-BOIS Calvaire",,48.6098939,6.647416,,,0,146,,
147,147,"CROISMARE Alsace",,48.5984769,6.570501,,,1,,,
44918,5400808A,"CROISMARE Alsace",,48.5984769,6.570501,,,0,147,,
148,148,"MARAINVILLER Charles Chatton",,48.5867839,6.600866,,,1,,,
45062,5400985A,"MARAINVILLER Charles Chatton",,48.5867839,6.600866,,,0,148,,
150,150,"HERIMENIL Ecole",,48.5682959,6.496834,,,1,,,
45012,5400921A,"HERIMENIL Ecole",,48.5682959,6.496834,,,0,150,,
151,151,"MAGNIERES Lotissement",,48.4495592,6.563616,,,1,,,
45055,5400978A,"MAGNIERES Lotissement",,48.4495089,6.56359,,,0,151,,
45056,5400979A,"MAGNIERES Lotissement",,48.4496599,6.563668,,,0,151,,
152,152,"Longuyon",,49.4442686,5.6045218,,,1,,,
44650,5400380A,"LONGUYON Gare SNCF",,49.4439853,5.6044631,,,0,152,,
159,159,"MARBACHE SIT Faubourg",,48.7977329,6.1079216,,,1,,,
45541,5401634A,"MARBACHE SIT Faubourg",,48.7978169,6.1077971,,,0,159,,
45542,5401635A,"MARBACHE SIT Faubourg",,48.7976489,6.1080461,,,0,159,,
160,160,"MARBACHE SIT Grande Chevreuse",,48.7912889,6.1129041,,,1,,,
45543,5401636A,"MARBACHE SIT Grande Chevreuse",,48.7914649,6.1125401,,,0,160,,
45544,5401637A,"MARBACHE SIT Grande Chevreuse",,48.7911129,6.1132681,,,0,160,,
161,161,"MARBACHE SIT Petite chevreuse",,48.7885514,6.1188301,,,1,,,
45545,5401638A,"MARBACHE SIT Petite chevreuse",,48.7885699,6.1186471,,,0,161,,
45546,5401639A,"MARBACHE SIT Petite chevreuse",,48.7885329,6.1190131,,,0,161,,
164,164,"Point Central",,48.7592684,6.1339664,,,1,,,
45408,5401454A,"FROUARD SUB Point Central",,48.7594899,6.1336821,,,0,164,,
45409,5401455A,"FROUARD SUB Point Central",,48.7591229,6.1342861,,,0,164,,
166,166,"La Rouchotte",,48.7399138,6.1587563,,,1,,,
45303,5401320A,"CHAMPIGNEULLES SUB La Rouchotte",,48.7399029,6.1586351,,,0,166,,
45304,5401321A,"CHAMPIGNEULLES SUB La Rouchotte",,48.7399519,6.1588021,,,0,166,,
175,175,"FAULX Pré-Fourot",,48.7930204,6.2051891,,,1,,,
45375,5401417A,"FAULX Pré-Fourot",,48.7929759,6.2051591,,,0,175,,
45376,5401418A,"FAULX Pré-Fourot",,48.7930649,6.2052191,,,0,175,,
176,176,"FAULX Mairie",,48.7921284,6.2000736,,,1,,,
45371,5401413A,"FAULX Mairie",,48.7921509,6.2001231,,,0,176,,
45372,5401414A,"FAULX Mairie",,48.7921059,6.2000241,,,0,176,,
178,178,"FAULX Moulin",,48.7892294,6.1889361,,,1,,,
45373,5401415A,"FAULX Moulin",,48.7892799,6.1889121,,,0,178,,
45374,5401416A,"FAULX Moulin",,48.7891789,6.1889601,,,0,178,,
180,180,"MALLELOY Moulin",,48.7944338,6.159692,,,1,,,
45526,5401616A,"MALLELOY Moulin",,48.7944927,6.1599828,,,0,180,,
45527,5401617A,"MALLELOY Moulin",,48.7943749,6.1594011,,,0,180,,
191,191,"Marechal Foch",,48.6712644,5.9057198,,,1,,,
45859,5402119A,"DOMMARTIN-LES-TOUL Maréchal Foch",,48.6712159,5.9059001,,,0,191,,
45860,5402120A,"DOMMARTIN-LES-TOUL Maréchal Foch",,48.6713229,5.9055531,,,0,191,,
197,197,"Jet d'Eau",,48.5874222,6.0308594,,,1,,,
45788,5401974A,"VITERNE Jet d'eau",,48.5873829,6.0308131,,,0,197,,
45789,5401975A,"VITERNE Jet d'eau",,48.5874589,6.0308031,,,0,197,,
198,198,"Fontaine Hadie",,48.5871142,6.0365164,,,1,,,
45786,5401972A,"VITERNE T'MM Fontaine Hadié",,48.5870879,6.0365341,,,0,198,,
45787,5401973A,"VITERNE T'MM Fontaine Hadié",,48.5870899,6.0364661,,,0,198,,
199,199,"Champs Celieux",,48.5820864,6.0566436,,,1,,,
45518,5401608A,"MAIZIERES T'MM Champs Célieux",,48.5820439,6.0566741,,,0,199,,
45519,5401609A,"MAIZIERES T'MM Champs Célieux",,48.5821179,6.0566111,,,0,199,,
200,200,"Eglise",,48.5834411,6.0601983,,,1,,,
45522,5401612A,"MAIZIERES T'MM Eglise",,48.5834109,6.0602411,,,0,200,,
45523,5401613A,"MAIZIERES T'MM Eglise",,48.5834499,6.0601081,,,0,200,,
201,201,"Cimetière",,48.5834116,6.0639948,,,1,,,
45520,5401610A,"MAIZIERES T'MM Cimetière",,48.5834669,6.0639891,,,0,201,,
45521,5401611A,"MAIZIERES T'MM Cimetière",,48.5833679,6.0639971,,,0,201,,
202,202,"Lilas",,48.5862821,6.0876728,,,1,,,
45241,5401230A,"BAINVILLE-SUR-MADON Lilas",,48.5863379,6.0884051,,,0,202,,
45242,5401231A,"BAINVILLE-SUR-MADON Lilas",,48.5862229,6.0869331,,,0,202,,
203,203,"Pont SNCF",,48.6138737,6.1036877,,,1,,,
45606,5401725A,"NEUVES-MAISONS SUB Pont SNCF",,48.6138009,6.1037101,,,0,203,,
45607,5401726A,"NEUVES-MAISONS SUB Pont SNCF",,48.6139629,6.1036931,,,0,203,,
206,206,"Eglise",,48.6276515,6.1217603,,,1,,,
45311,5401328A,"CHAVIGNY Eglise",,48.6276319,6.1217911,,,0,206,,
45312,5401329A,"CHAVIGNY Eglise",,48.6276969,6.1217271,,,0,206,,
208,208,"Mulhouse",,48.684618,6.1785848,,,1,,,
45588,5401701A,"NANCY STAN Mulhouse",,48.6843829,6.1782281,,,0,208,,
211,211,"Tricourt",,48.5370071,6.1455975,,,1,,,
45651,5401796A,"PULLIGNY Tricourt",,48.5368359,6.145637,,,0,211,,
45652,5401797A,"PULLIGNY Tricourt",,48.5372159,6.145565,,,0,211,,
212,212,"Foyer Culturel",,48.5416261,6.1412655,,,1,,,
45649,5401794A,"PULLIGNY Foyer Culturel",,48.5416489,6.140991,,,0,212,,
45650,5401795A,"PULLIGNY Foyer Culturel",,48.5416009,6.141476,,,0,212,,
213,213,"Route de Xeuilley",,48.5494674,6.1240708,,,1,,,
45630,5401761A,"PIERREVILLE route de Xeuilley",,48.5496499,6.1240331,,,0,213,,
45631,5401762A,"PIERREVILLE Route de Xeuilley",,48.5492869,6.124106,,,0,213,,
215,215,"Eglise",,48.5640749,6.124969,,,1,,,
45403,5401449A,"FROLOIS Eglise",,48.5640829,6.124988,,,0,215,,
216,216,"Acraigne",,48.5666809,6.1250148,,,1,,,
45404,5401450A,"FROLOIS Acraigne",,48.5668239,6.1248131,,,0,216,,
45405,5401451A,"FROLOIS Acraigne",,48.5665429,6.125217,,,0,216,,
221,221,"Saulcy",,48.6097413,6.3528664,,,1,,,
45340,5401372A,"DOMBASLE-SUR-MEURTHE Saulcy",,48.6096239,6.352933,,,0,221,,
45341,5401373A,"DOMBASLE-SUR-MEURTHE Saulcy",,48.6099879,6.352807,,,0,221,,
223,223,"Marché",,48.6222319,6.3496504,,,1,,,
45344,5401376A,"DOMBASLE-SUR-MEURTHE SUB Marché",,48.6218909,6.349904,,,0,223,,
45345,5401377A,"DOMBASLE-SUR-MEURTHE SUB Marché",,48.6231969,6.348914,,,0,223,,
224,224,"Marché de Varangéville",,48.6334702,6.3234276,,,1,,,
45753,5401918A,"VARANGEVILLE SUB Marché",,48.6333029,6.323713,,,0,224,,
45754,5401919A,"VARANGEVILLE SUB Marché",,48.6336529,6.323097,,,0,224,,
225,225,"Monument",,48.6345114,6.3104401,,,1,,,
45755,5401920A,"VARANGEVILLE SUB Monument",,48.6345519,6.310522,,,0,225,,
45756,5401921A,"VARANGEVILLE SUB Monument",,48.6344744,6.310371,,,0,225,,
234,234,"Tennis",,48.5641886,6.2002178,,,1,,,
45394,5401438A,"FLAVIGNY-SUR-MOSELLE Tennis",,48.5642299,6.200669,,,0,234,,
45395,5401439A,"FLAVIGNY-SUR-MOSELLE Tennis",,48.5641539,6.199796,,,0,234,,
235,235,"Café des Pêcheurs",,48.5754844,6.183196,,,1,,,
45386,5401430A,"FLAVIGNY-SUR-MOSELLE Café des Pêcheurs",,48.5754679,6.183122,,,0,235,,
45387,5401431A,"FLAVIGNY-SUR-MOSELLE Café des Pêcheurs",,48.5755009,6.183246,,,0,235,,
237,237,"Le Paquis",,48.5849181,6.1755385,,,1,,,
45663,5401810A,"RICHARDMENIL Le Paquis",,48.5848229,6.175572,,,0,237,,
45664,5401811A,"RICHARDMENIL Le Paquis",,48.5850509,6.175512,,,0,237,,
238,238,"Mairie",,48.5935529,6.169172,,,1,,,
45665,5401812A,"RICHARDMENIL Mairie",,48.5932349,6.169111,,,0,238,,
45666,5401813A,"RICHARDMENIL Mairie",,48.5938179,6.169214,,,0,238,,
239,239,"Vert Village",,48.5989941,6.169586,,,1,,,
45667,5401814A,"RICHARDMENIL Vert Village",,48.5986789,6.16921,,,0,239,,
45668,5401815A,"RICHARDMENIL Vert Village",,48.5994919,6.170128,,,0,239,,
243,243,"Pont des 2 Eaux",,49.4486363,5.5996101,,,1,,,
44656,5400386A,"LONGUYON Pont des 2 Eaux",,49.4486293,5.5996631,,,0,243,,
44657,5400387A,"LONGUYON Pont des 2 Eaux",,49.4486383,5.5996911,,,0,243,,
246,246,"MARBACHE SIT Saint Nicolas",,48.7968664,6.0913646,,,1,,,
45547,5401640A,"MARBACHE SIT Saint Nicolas",,48.7968469,6.0914181,,,0,246,,
45548,5401641A,"MARBACHE SIT Saint Nicolas",,48.7968859,6.0913111,,,0,246,,
249,249,"Les Vignes",,48.7940559,6.0534926,,,1,,,
45703,5401855A,"SAIZERAIS SIT Les vignes côté lotissement",,48.7941239,6.0531261,,,0,249,,
45704,5401856A,"SAIZERAIS SIT Les Vignes X  ZA et RD907",,48.7939879,6.0538591,,,0,249,,
250,250,"Mairie",,48.9003676,6.0215821,,,1,,,
46279,5401683A,"MONTAUVILLE Mairie (corresp. CES Blénod)",,48.9003422,6.0214781,,,0,250,,
252,252,"LAY-SAINT-CHRISTOPHE Jardins",,48.7485819,6.1962661,,,1,,,
45492,5401564A,"LAY-SAINT-CHRISTOPHE Jardins",,48.7485499,6.1962781,,,0,252,,
45493,5401565A,"LAY-SAINT-CHRISTOPHE Jardins",,48.7486139,6.1962541,,,0,252,,
258,258,"HARMONVILLE Mairie",,48.4776784,5.8592711,,,1,,,
46074,5403959A,"HARMONVILLE Mairie",,48.4776729,5.8592251,,,0,258,,
46075,5403960A,"HARMONVILLE Mairie",,48.4776839,5.8593171,,,0,258,,
264,264,"SAINT-NICOLAS-DE-PORT SUB Mimosas",,48.6292679,6.29148,,,1,,,
45695,5401847A,"SAINT-NICOLAS-DE-PORT SUB Mimosas",,48.6292679,6.29148,,,0,264,,
266,266,"Gare de Igney-Avricourt",,48.6466032,6.8055024,,,1,,,
46103,5404181A,"AVRICOURT Place de la Gare",,48.6464079,6.805895,,,0,266,,
324,324,"DE GAULLE",,48.5967039,6.529761,,,1,,,
44890,5400776A,"CHANTEHEUX Charles De Gaulle",,48.5966929,6.529831,,,0,324,,
325,325,"MARAINVILLER TER Eglise",,48.5897209,6.6017965,,,1,,,
45063,5400986A,"MARAINVILLER TER Eglise",,48.5897459,6.601815,,,0,325,,
45064,5400987A,"MARAINVILLER TER Eglise",,48.5896959,6.601778,,,0,325,,
346,346,"Place Duroc / Cinéma",,48.9026702,6.0553719,,,1,,,
45637,5401770A,"PONT-A-MOUSSON URBAIN Place Duroc",,48.9031112,6.0552761,,,0,346,,
45638,5401771A,"PONT-A-MOUSSON URBAIN Place Duroc",,48.9025122,6.0554591,,,0,346,,
348,348,"Fonderies",,48.8910995,6.0526017,,,1,,,
45261,5401264A,"BLENOD-LES-PONT-A-MOUSSON URBAIN Fonderie",,48.8911122,6.0525381,,,0,348,,
45262,5401265A,"BLENOD-LES-PONT-A-MOUSSON URBAIN Fonderie",,48.8909102,6.0527171,,,0,348,,
354,354,"Collège Van Gogh",,48.8821016,6.0459819,,,1,,,
45265,5401268A,"BLENOD-LES-PONT-A-MOUSSON Collège",,48.8821032,6.0458691,,,0,354,,
383,383,"Gare Routière",,48.9033127,6.0604181,,,1,,,
45636,5401769A,"PONT-A-MOUSSON Gare Routière",,48.9032752,6.0604281,,,0,383,,
744,744,"BANQUE DE FRANCE",,49.3568449,6.1631131,,,1,,,
46311,5724431A,"Banque De France",,49.3565983,6.1633001,,,0,744,,
745,745,"Thionville",,49.3541714,6.1692822,,,1,,,
46065,5403654A,"THIONVILLE GARE SNCF",,49.3545823,6.1698171,,,0,745,,
883,883,"BRIQUERIE",,49.3642523,6.1587421,,,1,,,
46149,5404435A,"THIONVILLE LP La Briquerie",,49.3642363,6.1586631,,,0,883,,
983,983,"NONDKEIL CENTRE",,49.4241533,6.0146391,,,1,,,
46186,5404690A,"OTTANGE Nondkeil",,49.4241013,6.0146021,,,0,983,,
984,984,"CENTRE",,49.4131718,6.0285106,,,1,,,
46195,5404702A,"ROCHONVILLERS Centre",,49.4129293,6.0286391,,,0,984,,
988,988,"MINE 2",,49.4318759,6.0161841,,,1,,,
46185,5404688A,"OTTANGE Mine 2",,49.4319713,6.0161871,,,0,988,,
990,990,"MAIRIE",,49.4056568,5.9807481,,,1,,,
46193,5404700A,"TRESSANGE Mairie",,49.4057543,5.9808081,,,0,990,,
46194,5404701A,"TRESSANGE Mairie",,49.4056323,5.9807681,,,0,990,,
991,991,"PLAN D'EAU",,49.3880935,5.9909706,,,1,,,
46198,5404708A,"HAVANGE Plan d'eau",,49.3881593,5.9910261,,,0,991,,
46199,5404709A,"HAVANGE Plan d'eau",,49.3880263,5.9910891,,,0,991,,
992,992,"CENTRE",,49.388563,5.9944706,,,1,,,
46196,5404706A,"HAVANGE Centre",,49.3886373,5.9945221,,,0,992,,
46197,5404707A,"HAVANGE Centre",,49.3883753,5.9941641,,,0,992,,
993,993,"Cité Saint Paul",,49.4530313,6.0266141,,,1,,,
46179,5404680A,"OTTANGE Cité St Paul",,49.4529703,6.0265171,,,0,993,,
46180,5404681A,"OTTANGE - OTTANGE Cité St Paul",,49.4531183,6.0267581,,,0,993,,
994,994,"TRANSFORMATEUR",,49.4484468,6.0246901,,,1,,,
46181,5404682A,"OTTANGE Transformateur",,49.4485343,6.0246461,,,0,994,,
46182,5404683A,"OTTANGE Transformateur",,49.4482973,6.0246991,,,0,994,,
1029,1029,"Gare Routière",,48.6739885,5.8861758,,,1,,,
45946,5402308A,"TOUL Gare routière",,48.6736694,5.8857269,,,0,1029,,
1038,1038,"Valcourt",,48.6661179,5.8888691,,,1,,,
45953,5402319A,"TOUL STAT Valcourt",,48.6654469,5.8888391,,,0,1038,,
45954,5402320A,"TOUL Collège Valcourt",,48.6675279,5.8889241,,,0,1038,,
1153,1153,"Alain Fournier",,49.1450322,5.3964286,,,1,,,
44548,5510087A,"Avenue Kennedy",,49.1450202,5.3964751,,,0,1153,,
1652,1652,"LIVERDUN Collège",,48.7577129,6.0830281,,,1,,,
45901,5402205A,"LIVERDUN Collège",,48.7577129,6.0830281,,,0,1652,,
1681,1681,"CUSTINES SIT Chaumière",,48.7919879,6.1438081,,,1,,,
45329,5401355A,"CUSTINES SIT Chaumière",,48.7919879,6.1438081,,,0,1681,,
1684,1684,"CUSTINES SIT Collège",,48.7945789,6.1537271,,,1,,,
45324,5401347A,"CUSTINES SIT Collège",,48.7946099,6.1535371,,,0,1684,,
45325,5401348A,"CUSTINES SIT Collège",,48.7945479,6.1539171,,,0,1684,,
1690,1690,"MALLELOY Centre",,48.7940034,6.1630241,,,1,,,
45524,5401614A,"MALLELOY Centre",,48.7942509,6.1626801,,,0,1690,,
45525,5401615A,"MALLELOY Centre",,48.7937559,6.1633681,,,0,1690,,
1692,1692,"CUSTINES SIT Cimetière",,48.7942479,6.1497411,,,1,,,
45326,5401349A,"CUSTINES SIT Cimetière",,48.7940709,6.1491241,,,0,1692,,
45327,5401350A,"CUSTINES SIT Cimetière",,48.7944249,6.1503581,,,0,1692,,
1700,1700,"Gare de Marbache",,48.8009911,6.1086626,,,1,,,
45537,5401630A,"MARBACHE SIT Gare SNCF",,48.8007229,6.1085561,,,0,1700,,
45538,5401631A,"MARBACHE Gare SNCF",,48.8009299,6.1085361,,,0,1700,,
1709,1709,"Bugnet - CES Julien Franck",,48.7297239,6.1698655,,,1,,,
45301,5401318A,"CHAMPIGNEULLES SUB Bugnet",,48.7299429,6.1696531,,,0,1709,,
45302,5401319A,"CHAMPIGNEULLES SUB Bugnet",,48.7295169,6.1701031,,,0,1709,,
1731,1731,"LAY-SAINT-CHRISTOPHE Mairie",,48.7480519,6.2005006,,,1,,,
45488,5401559A,"LAY-SAINT-CHRISTOPHE Mairie",,48.7479989,6.2007221,,,0,1731,,
45491,5401563A,"LAY-SAINT-CHRISTOPHE Mairie",,48.7481049,6.2002791,,,0,1731,,
1742,1742,"Centre",,48.3852924,6.602629,,,1,,,
46070,5403946A,"ROVILLE-AUX-CHENES TER Centre",,48.3852909,6.602678,,,0,1742,,
1807,1807,"Jean Jaurès",,48.6055732,6.0995418,,,1,,,
45643,5401780A,"PONT-SAINT-VINCENT T'MM Jean-Jaurès",,48.6055719,6.0995981,,,0,1807,,
45644,5401781A,"PONT-SAINT-VINCENT T'MM Jean-Jaurès",,48.6056219,6.0993971,,,0,1807,,
1815,1815,"Boulangerie",,48.5712196,6.1869685,,,1,,,
45384,5401428A,"FLAVIGNY-SUR-MOSELLE Boulangerie",,48.5712519,6.186922,,,0,1815,,
45385,5401429A,"FLAVIGNY-SUR-MOSELLE Boulangerie",,48.5711869,6.187013,,,0,1815,,
1816,1816,"O.H.S.",,48.5648436,6.1930775,,,1,,,
45390,5401434A,"FLAVIGNY-SUR-MOSELLE O.H.S.",,48.5648219,6.193042,,,0,1816,,
45391,5401435A,"FLAVIGNY-SUR-MOSELLE O.H.S.",,48.5648469,6.193138,,,0,1816,,
1822,1822,"Jacques Parisot",,48.5877089,6.0958141,,,1,,,
46019,5402797A,"BAINVILLE-SUR-MADON Bainville sur Madon - Parisot",,48.5871559,6.0956721,,,0,1822,,
1838,1838,"Gare",,48.5699876,6.1019741,,,1,,,
45794,5401982A,"XEUILLEY Gare",,48.5700089,6.1018481,,,0,1838,,
45795,5401983A,"XEUILLEY Gare",,48.5699399,6.1020741,,,0,1838,,
2296,2296,"Autreville",,48.4836242,5.8500518,,,1,,,
46076,5403961A,"AUTREVILLE Autreville",,48.4834639,5.8505161,,,0,2296,,
46077,5403962A,"AUTREVILLE Autreville",,48.4833549,5.8505511,,,0,2296,,
5944,5944,"Gare",,48.5350294,5.8402041,,,1,,,
45820,5402020A,"BARISEY-AU-PLAIN Gare SNCF",,48.5350509,5.8404881,,,0,5944,,
5945,5945,"BARISEY-LA-COTE Mairie",,48.5441586,5.8427741,,,1,,,
45822,5402024A,"BARISEY-LA-COTE Mairie",,48.5440819,5.8426581,,,0,5945,,
45823,5402025A,"BARISEY-LA-COTE Mairie",,48.5442119,5.8428551,,,0,5945,,
5959,5959,"CHARENCY-VEZIN Place Arret TER",,49.4874343,5.5134181,,,1,,,
44591,5400143A,"CHARENCY-VEZIN Place Arret TER",,49.4873953,5.5134111,,,0,5959,,
44592,5400144A,"CHARENCY-VEZIN Place Arret TER",,49.4874733,5.5134251,,,0,5959,,
5963,5963,"COLMEY Eglise",,49.4577423,5.5570401,,,1,,,
44595,5400154A,"COLMEY Eglise",,49.4577883,5.5570601,,,0,5963,,
44596,5400155A,"COLMEY Eglise",,49.4576963,5.5570201,,,0,5963,,
5977,5977,"DOMBASLE-SUR-MEURTHE Maroc",,48.6149038,6.3527896,,,1,,,
45347,5401382A,"DOMBASLE-SUR-MEURTHE Maroc",,48.6152289,6.352777,,,0,5977,,
45348,5401383A,"DOMBASLE-SUR-MEURTHE Maroc",,48.6146159,6.352792,,,0,5977,,
6022,6022,"Quartier Kléber",,48.7036139,6.2301187,,,1,,,
46259,8807355A,"Quartier Kléber",,48.7037663,6.2304113,,,0,6022,,
46260,8807355B,"Quartier Kléber",,48.703472,6.2298699,,,0,6022,,
6024,6024,"Les 2 Epis",,48.5797669,6.1801123,,,1,,,
45388,5401432A,"FLAVIGNY-SUR-MOSELLE Les 2 Epis",,48.5800679,6.179779,,,0,6024,,
45389,5401433A,"FLAVIGNY-SUR-MOSELLE Les 2 Epis",,48.5794659,6.180421,,,0,6024,,
6025,6025,"Rue d'Epinal",,48.5639206,6.2047413,,,1,,,
45392,5401436A,"FLAVIGNY-SUR-MOSELLE Rue d'Epinal",,48.5639709,6.204288,,,0,6025,,
45393,5401437A,"FLAVIGNY-SUR-MOSELLE Rue d'Epinal",,48.5638669,6.205136,,,0,6025,,
6051,6051,"GERBEVILLER TER Maréchal Foch",,48.5001999,6.5125065,,,1,,,
44981,5400886A,"GERBEVILLER TER Maréchal Foch",,48.5002199,6.512423,,,0,6051,,
44982,5400887A,"GERBEVILLER TER Maréchal Foch",,48.5001799,6.51259,,,0,6051,,
6069,6069,"Route d'Heillecourt",,48.652424,6.184513,,,1,,,
45437,5401490A,"HEILLECOURT Route d'Heillecourt",,48.6522729,6.1846051,,,0,6069,,
45438,5401491A,"HEILLECOURT Route d'Heillecourt",,48.6524189,6.1848721,,,0,6069,,
6081,6081,"Erables",,48.6427877,6.1821058,,,1,,,
45443,5401497A,"HOUDEMONT Erables",,48.6430289,6.18196,,,0,6081,,
45444,5401498A,"HOUDEMONT Erables",,48.6429939,6.1821911,,,0,6081,,
6083,6083,"Houdemont",,48.6450371,6.1811698,,,1,,,
45441,5401495A,"HOUDEMONT Gare",,48.6442359,6.181833,,,0,6083,,
45442,5401496A,"HOUDEMONT Gare",,48.6449799,6.18196,,,0,6083,,
6113,6113,"Cité",,48.6422012,6.2598094,,,1,,,
45480,5401551A,"LANEUVEVILLE-DEVANT-NANCY La Madeleine - Cité",,48.6420909,6.260165,,,0,6113,,
45481,5401552A,"LANEUVEVILLE-DEVANT-NANCY La Madelaine - Cité",,48.6423269,6.259433,,,0,6113,,
6119,6119,"La Madeleine - Kiosque",,48.640431,6.2690708,,,1,,,
45478,5401549A,"LANEUVEVILLE-DEVANT-NANCY La Madeleine - Kiosque",,48.6405389,6.268563,,,0,6119,,
6163,6163,"LAY-SAINT-CHRISTOPHE Munières",,48.7467964,6.1886571,,,1,,,
45489,5401561A,"LAY-SAINT-CHRISTOPHE Munières",,48.7468889,6.1887311,,,0,6163,,
45490,5401562A,"LAY-SAINT-CHRISTOPHE Munières",,48.7467039,6.1885831,,,0,6163,,
6275,6275,"MALZEVILLE Pixérécourt",,48.7308544,6.1824241,,,1,,,
45530,5401622A,"MALZEVILLE Pixérécourt",,48.7315889,6.1822311,,,0,6275,,
45531,5401623A,"MALZEVILLE Pixérécourt",,48.7301199,6.1826171,,,0,6275,,
6279,6279,"Collège Verlaine",,48.7239573,6.1809225,,,1,,,
45533,5401626A,"MALZEVILLE Collège",,48.7237089,6.1806621,,,0,6279,,
6327,6327,"MOYEN TER",,48.4834749,6.5662085,,,1,,,
45096,5401033A,"MOYEN TER",,48.4835039,6.566207,,,0,6327,,
45097,5401034A,"MOYEN TER",,48.4834459,6.56621,,,0,6327,,
6343,6343,"Cavallier",,48.6937197,6.1653243,,,1,,,
45580,5401693A,"NANCY STAN Cavallier",,48.6941609,6.1652661,,,0,6343,,
45581,5401694A,"NANCY STAN Cavallier",,48.6932439,6.1654311,,,0,6343,,
6388,6388,"Joli Coeur",,48.7024421,6.1746251,,,1,,,
45604,5401719A,"NANCY STAN Joli Coeur",,48.7024689,6.1747721,,,0,6388,,
6397,6397,"Loritz",,48.6864968,6.1962262,,,1,,,
46023,5402820A,"NANCY Loritz",,48.6871309,6.1955241,,,0,6397,,
46252,5402817A,"NANCY Loritz",,48.6858785,6.1969006,,,0,6397,,
6412,6412,"Painlevé",,48.682203,6.1654886,,,1,,,
45590,5401703A,"NANCY STAN Painlevé",,48.6821449,6.1648911,,,0,6412,,
45591,5401704A,"NANCY STAN Painlevé",,48.6822229,6.1660111,,,0,6412,,
6438,6438,"Stade Matter",,48.6896253,6.2024292,,,1,,,
